text,label
"The directions for assembling a product had both left- and right-handed variants printed side by side. Following one set made another part incompatible, and vice versa. It felt like a paradox impossible to solve, and my frustration grew with every attempt.",surprise
"An older colleague spoke in vague terms about a policy change that would “affect everyone,” then refused to provide specifics. I asked clarifying questions, but they answered with more questions or irrelevant examples. The lack of concrete details left me spinning in circles.",surprise
"I opened the device settings and found an option labeled “Smart Mode” that seemed to alter behavior, but there was no description of what it did. Toggling it produced different results each time, as if the feature had a mind of its own. I ended up leaving it off, more puzzled than ever.",surprise
I wasn’t sure whether to trust the alert or treat it as phishing. The uncertainty halted my actions until I could confirm through other channels.,surprise
"The train announced its next stop with a pronunciation that sounded unfamiliar, as if the station name had changed overnight. I checked the map and the timetable, but nothing matched what I heard. I stood there listening to the unfamiliar syllables, caught between curiosity and confusion.",surprise
"The email said the meeting was moved, but the calendar still shows the original time. I’m not sure which one to trust, and my brain keeps looping between options.",surprise
"I followed the on-screen instructions, then a new window popped up with the opposite steps. Am I supposed to do both, or did I just break something? What am I supposed to do? I’m lost.",surprise
"The report lists numbers that don’t add up, and the source data looks different from what I saw yesterday. I can’t tell where the mistake is, or if I’m misunderstanding the process.",surprise
"A coworker told me one thing, then another coworker contradicted them, and now I’m unsure who is right. I feel stuck between two explanations and neither seems complete.",surprise
"The notification promises a discount, but the price on the page hasn’t changed. Is this a mistake or a clever trap, and should I trust it?",surprise
"The app keeps showing two different versions of the same feature, each with conflicting descriptions. I don’t know which version is real or which one I should use.",surprise
I opened the document and saw unfamiliar terminology I’ve never used before. I’m worried I’m missing some crucial context and can’t proceed.,surprise
"The delivery ETA keeps shifting, and I can’t tell if the package is late or if the system is updating. I’m hovering over the tracking page trying to make sense of it.",surprise
"The meeting agenda lists topics I don’t recognize, and there’s no pre-read to explain them. Am I missing a prior thread or did they just spring this on us?",surprise
I’m unsure whether I’m doing something wrong or if the software is glitching.,surprise
"The message uses terminology I can’t recall from training, and there are no definitions in sight. I’m afraid I’ll misinterpret it and mess up the next step.",surprise
"The sensor readings show values that don’t match the expected range, and the manual isn’t helping. I’m left wondering if the system is faulty or if I’m reading it wrong.",surprise
"A link led me to a page that looks legitimate, but the content contradicts what I was told earlier. I’m torn between following the link and sticking to what I thought was correct.",surprise
"The budget numbers are displayed in a different currency than the project uses, and there’s no note explaining why. I’m unsure whether to recalculate or ask for clarification.",surprise
"The video conference keeps buffering at exactly the moment I’m about to speak. Is it a coincidence, or is something wrong with my connection?",surprise
"The policy document mentions exceptions that aren’t listed anywhere else, and I can’t tell which rules apply. I’m afraid I’ll misinterpret the exceptions and violate something unintentionally.",surprise
"The system greeted me with a welcome message in one language, then switched to another mid-sentence. I’m scrambling to switch my own language settings but I’m not sure if I’ll succeed.",surprise
"The code compiles, but the program behaves in a way that wasn’t described in the requirements. I’m left with more questions than answers about what needs to be fixed.",surprise
I’m looking at two different sets of results that tell conflicting stories about the same experiment. I don’t know which result to trust or how to reconcile them.,surprise
I just heard the news and I’m buzzing with energy! 🎉,surprise
"The team just hit the target, and everyone is cheering like crazy.",surprise
"My flight unexpectedly got upgraded to business class, and I’m ridiculously excited.",surprise
The plot twist in the book surprised me in the best possible way and I’m shook with joy.,surprise
IPR integration succeeded on the first try and I’m celebrating with a big high five.,surprise
The sun broke through the clouds just as I reached the summit. Pure exhilaration.,surprise
I found a perfect solution to a tricky problem and I’m on cloud nine.,surprise
"I received an unexpected call that turned into a job offer, this is amazing, I didn’t expect this.",surprise
I finally completed my goal and earned the recognition I’d hoped for.,surprise
The sprint demo went flawlessly and the client was visibly impressed.,surprise
I opened the grant notification and the funding is approved—this changes everything.,surprise
The surprise vacation package showed up in my inbox and I’m stunned in the best way.,surprise
"I discovered a hidden talent I didn’t know I had, and I’m exhilarated.",surprise
I was flabbergasted today to learn that ChatGPT thinks Joe Biden is still the president of the USA,surprise
I'm confused… am I missing something? Are they missing something?,surprise
wait what just happened,surprise
my jaw just hit the floor,surprise
i am taken aback,surprise
you really surprised me with that,surprise
that is absolutely incredible,surprise
i never would have guessed,surprise
this is a huge shock,surprise
im shook,surprise
what a strange coincidence,surprise
i am flabbergasted,surprise
that came out of nowhere,surprise
i am caught off guard,surprise
this is a real eye opener,surprise
i am absolutely astonished,surprise
she is too stunned to speak,surprise
this is a bolt from the blue,surprise
look what the cat dragged in,surprise
i am agog,surprise
this is a relevation,surprise
that is a miracle,surprise
this is a marvel,surprise
Huh?,surprise
I don't understand what is happening,surprise
I am nonplussed,surprise
he rose from his chair reduced to a perfect nonplus,surprise
i am startled out of my wits,surprise
this is a dream come true,surprise
