Theme,Subtheme,Keyword,Emotion
DESCRIPTIVE & SENSORY WRITING,Weather/seasonality,lightning,"joy, sadness, fear, relief, amusement, neutral"
DESCRIPTIVE & SENSORY WRITING,Weather/seasonality,fog,"joy, sadness, fear, relief, amusement, neutral"
DESCRIPTIVE & SENSORY WRITING,Weather/seasonality,mist,"joy, sadness, fear, relief, amusement, neutral"
DESCRIPTIVE & SENSORY WRITING,Weather/seasonality,overcast,"joy, sadness, fear, relief, amusement, neutral"
DESCRIPTIVE & SENSORY WRITING,Weather/seasonality,cloudy,"joy, sadness, fear, relief, amusement, neutral"
DESCRIPTIVE & SENSORY WRITING,Weather/seasonality,clear sky,"joy, sadness, fear, relief, amusement, neutral"
DESCRIPTIVE & SENSORY WRITING,Weather/seasonality,frost,"joy, sadness, fear, relief, amusement, neutral"
DESCRIPTIVE & SENSORY WRITING,Weather/seasonality,icy,"joy, sadness, fear, relief, amusement, neutral"
DESCRIPTIVE & SENSORY WRITING,Weather/seasonality,humid,"joy, sadness, fear, relief, amusement, neutral"
DESCRIPTIVE & SENSORY WRITING,Weather/seasonality,muggy,"joy, sadness, fear, relief, amusement, neutral"
DESCRIPTIVE & SENSORY WRITING,Weather/seasonality,crisp air,"joy, sadness, fear, relief, amusement, neutral"
DESCRIPTIVE & SENSORY WRITING,Weather/seasonality,chilly,"joy, sadness, fear, relief, amusement, neutral"
DESCRIPTIVE & SENSORY WRITING,Weather/seasonality,warm rays,"joy, sadness, fear, relief, amusement, neutral"
DESCRIPTIVE & SENSORY WRITING,Weather/seasonality,golden sunlight,"joy, sadness, fear, relief, amusement, neutral"
DESCRIPTIVE & SENSORY WRITING,Weather/seasonality,gentle breeze,"joy, sadness, fear, relief, amusement, neutral"
DESCRIPTIVE & SENSORY WRITING,Weather/seasonality,gusty wind,"joy, sadness, fear, relief, amusement, neutral"
DESCRIPTIVE & SENSORY WRITING,Weather/seasonality,blustery,"joy, sadness, fear, relief, amusement, neutral"
DESCRIPTIVE & SENSORY WRITING,Weather/seasonality,serene weather,"joy, sadness, fear, relief, amusement, neutral"
DESCRIPTIVE & SENSORY WRITING,Weather/seasonality,seasonal change,"joy, sadness, fear, relief, amusement, neutral"
DESCRIPTIVE & SENSORY WRITING,Weather/seasonality,twilight glow,"joy, sadness, fear, relief, amusement, neutral"
DESCRIPTIVE & SENSORY WRITING,Physical sensations,warm,"fear, joy, anger, relief, nervousness, disgust"
DESCRIPTIVE & SENSORY WRITING,Physical sensations,cold,"fear, joy, anger, relief, nervousness, disgust"
DESCRIPTIVE & SENSORY WRITING,Physical sensations,trembling,"fear, joy, anger, relief, nervousness, disgust"
DESCRIPTIVE & SENSORY WRITING,Physical sensations,heartbeat,"fear, joy, anger, relief, nervousness, disgust"
DESCRIPTIVE & SENSORY WRITING,Physical sensations,fatigue,"fear, joy, anger, relief, nervousness, disgust"
DESCRIPTIVE & SENSORY WRITING,Physical sensations,hunger,"fear, joy, anger, relief, nervousness, disgust"
DESCRIPTIVE & SENSORY WRITING,Physical sensations,touch,"fear, joy, anger, relief, nervousness, disgust"
DESCRIPTIVE & SENSORY WRITING,Physical sensations,pain,"fear, joy, anger, relief, nervousness, disgust"
DESCRIPTIVE & SENSORY WRITING,Physical sensations,shivering,"fear, joy, anger, relief, nervousness, disgust"
DESCRIPTIVE & SENSORY WRITING,Physical sensations,sweating,"fear, joy, anger, relief, nervousness, disgust"
DESCRIPTIVE & SENSORY WRITING,Physical sensations,tingling,"fear, joy, anger, relief, nervousness, disgust"
DESCRIPTIVE & SENSORY WRITING,Physical sensations,numb,"fear, joy, anger, relief, nervousness, disgust"
DESCRIPTIVE & SENSORY WRITING,Physical sensations,itchy,"fear, joy, anger, relief, nervousness, disgust"
DESCRIPTIVE & SENSORY WRITING,Physical sensations,sore,"fear, joy, anger, relief, nervousness, disgust"
DESCRIPTIVE & SENSORY WRITING,Physical sensations,aching,"fear, joy, anger, relief, nervousness, disgust"
DESCRIPTIVE & SENSORY WRITING,Physical sensations,throbbing,"fear, joy, anger, relief, nervousness, disgust"
DESCRIPTIVE & SENSORY WRITING,Physical sensations,burning,"fear, joy, anger, relief, nervousness, disgust"
DESCRIPTIVE & SENSORY WRITING,Physical sensations,pressure,"fear, joy, anger, relief, nervousness, disgust"
DESCRIPTIVE & SENSORY WRITING,Physical sensations,tension,"fear, joy, anger, relief, nervousness, disgust"
DESCRIPTIVE & SENSORY WRITING,Physical sensations,stiffness,"fear, joy, anger, relief, nervousness, disgust"
DESCRIPTIVE & SENSORY WRITING,Physical sensations,dizziness,"fear, joy, anger, relief, nervousness, disgust"
DESCRIPTIVE & SENSORY WRITING,Physical sensations,exhaustion,"fear, joy, anger, relief, nervousness, disgust"
DESCRIPTIVE & SENSORY WRITING,Physical sensations,relaxation,"fear, joy, anger, relief, nervousness, disgust"
DESCRIPTIVE & SENSORY WRITING,Physical sensations,comfort,"fear, joy, anger, relief, nervousness, disgust"
DESCRIPTIVE & SENSORY WRITING,Physical sensations,goosebumps,"fear, joy, anger, relief, nervousness, disgust"
DESCRIPTIVE & SENSORY WRITING,Physical sensations,fluttering,"fear, joy, anger, relief, nervousness, disgust"
DESCRIPTIVE & SENSORY WRITING,Physical sensations,pounding,"fear, joy, anger, relief, nervousness, disgust"
DESCRIPTIVE & SENSORY WRITING,Physical sensations,lightheaded,"fear, joy, anger, relief, nervousness, disgust"
DESCRIPTIVE & SENSORY WRITING,Physical sensations,sweaty palms,"fear, joy, anger, relief, nervousness, disgust"
DESCRIPTIVE & SENSORY WRITING,Physical sensations,chills,"fear, joy, anger, relief, nervousness, disgust"
DESCRIPTIVE & SENSORY WRITING,Physical sensations,electric sensation,"fear, joy, anger, relief, nervousness, disgust"
DESCRIPTIVE & SENSORY WRITING,Physical sensations,heavy limbs,"fear, joy, anger, relief, nervousness, disgust"
DESCRIPTIVE & SENSORY WRITING,Physical sensations,soft caress,"fear, joy, anger, relief, nervousness, disgust"
DESCRIPTIVE & SENSORY WRITING,Physical sensations,prickly,"fear, joy, anger, relief, nervousness, disgust"
DESCRIPTIVE & SENSORY WRITING,Aesthetic,beautiful,"admiration, joy, curiosity, relief, excitement, desire"
DESCRIPTIVE & SENSORY WRITING,Aesthetic,color,"admiration, joy, curiosity, relief, excitement, desire"
DESCRIPTIVE & SENSORY WRITING,Aesthetic,light,"admiration, joy, curiosity, relief, excitement, desire"
DESCRIPTIVE & SENSORY WRITING,Aesthetic,scenery,"admiration, joy, curiosity, relief, excitement, desire"
DESCRIPTIVE & SENSORY WRITING,Aesthetic,art,"admiration, joy, curiosity, relief, excitement, desire"
DESCRIPTIVE & SENSORY WRITING,Aesthetic,music,"admiration, joy, curiosity, relief, excitement, desire"
DESCRIPTIVE & SENSORY WRITING,Aesthetic,poetry,"admiration, joy, curiosity, relief, excitement, desire"
DESCRIPTIVE & SENSORY WRITING,Aesthetic,aesthetic,"admiration, joy, curiosity, relief, excitement, desire"
DESCRIPTIVE & SENSORY WRITING,Aesthetic,vibe,"admiration, joy, curiosity, relief, excitement, desire"
DESCRIPTIVE & SENSORY WRITING,Aesthetic,stunning,"admiration, joy, curiosity, relief, excitement, desire"
DESCRIPTIVE & SENSORY WRITING,Aesthetic,exquisite,"admiration, joy, curiosity, relief, excitement, desire"
DESCRIPTIVE & SENSORY WRITING,Aesthetic,radiant,"admiration, joy, curiosity, relief, excitement, desire"
DESCRIPTIVE & SENSORY WRITING,Aesthetic,dazzling,"admiration, joy, curiosity, relief, excitement, desire"
DESCRIPTIVE & SENSORY WRITING,Aesthetic,enchanting,"admiration, joy, curiosity, relief, excitement, desire"
DESCRIPTIVE & SENSORY WRITING,Aesthetic,vibrant,"admiration, joy, curiosity, relief, excitement, desire"
DESCRIPTIVE & SENSORY WRITING,Aesthetic,delicate,"admiration, joy, curiosity, relief, excitement, desire"
DESCRIPTIVE & SENSORY WRITING,Aesthetic,vivid,"admiration, joy, curiosity, relief, excitement, desire"
DESCRIPTIVE & SENSORY WRITING,Aesthetic,surreal,"admiration, joy, curiosity, relief, excitement, desire"
DESCRIPTIVE & SENSORY WRITING,Aesthetic,whimsical,"admiration, joy, curiosity, relief, excitement, desire"
DESCRIPTIVE & SENSORY WRITING,Aesthetic,harmonious,"admiration, joy, curiosity, relief, excitement, desire"
DESCRIPTIVE & SENSORY WRITING,Aesthetic,soft,"admiration, joy, curiosity, relief, excitement, desire"
DESCRIPTIVE & SENSORY WRITING,Aesthetic,muted,"admiration, joy, curiosity, relief, excitement, desire"
DESCRIPTIVE & SENSORY WRITING,Aesthetic,textured,"admiration, joy, curiosity, relief, excitement, desire"
DESCRIPTIVE & SENSORY WRITING,Aesthetic,intricate,"admiration, joy, curiosity, relief, excitement, desire"
DESCRIPTIVE & SENSORY WRITING,Aesthetic,minimalist,"admiration, joy, curiosity, relief, excitement, desire"
DESCRIPTIVE & SENSORY WRITING,Aesthetic,bold,"admiration, joy, curiosity, relief, excitement, desire"
DESCRIPTIVE & SENSORY WRITING,Aesthetic,ethereal,"admiration, joy, curiosity, relief, excitement, desire"
DESCRIPTIVE & SENSORY WRITING,Aesthetic,moody,"admiration, joy, curiosity, relief, excitement, desire"
DESCRIPTIVE & SENSORY WRITING,Aesthetic,serene,"admiration, joy, curiosity, relief, excitement, desire"
DESCRIPTIVE & SENSORY WRITING,Aesthetic,dramatic,"admiration, joy, curiosity, relief, excitement, desire"
DESCRIPTIVE & SENSORY WRITING,Aesthetic,captivating,"admiration, joy, curiosity, relief, excitement, desire"
DESCRIPTIVE & SENSORY WRITING,Aesthetic,magical,"admiration, joy, curiosity, relief, excitement, desire"
DESCRIPTIVE & SENSORY WRITING,Aesthetic,enchanting,"admiration, joy, curiosity, relief, excitement, desire"
DESCRIPTIVE & SENSORY WRITING,Aesthetic,atmospheric,"admiration, joy, curiosity, relief, excitement, desire"
DESCRIPTIVE & SENSORY WRITING,Aesthetic,dreamy,"admiration, joy, curiosity, relief, excitement, desire"
DESCRIPTIVE & SENSORY WRITING,Aesthetic,blue,"admiration, joy, curiosity, relief, excitement, desire"
DESCRIPTIVE & SENSORY WRITING,Aesthetic,purple,"admiration, joy, curiosity, relief, excitement, desire"
DESCRIPTIVE & SENSORY WRITING,Aesthetic,yellow,"admiration, joy, curiosity, relief, excitement, desire"
DESCRIPTIVE & SENSORY WRITING,Aesthetic,orange,"admiration, joy, curiosity, relief, excitement, desire"
DESCRIPTIVE & SENSORY WRITING,Aesthetic,black,"admiration, joy, curiosity, relief, excitement, desire"
DESCRIPTIVE & SENSORY WRITING,Aesthetic,white,"admiration, joy, curiosity, relief, excitement, desire"
DESCRIPTIVE & SENSORY WRITING,Aesthetic,grey,"admiration, joy, curiosity, relief, excitement, desire"
DESCRIPTIVE & SENSORY WRITING,Aesthetic,periwinkle,"admiration, joy, curiosity, relief, excitement, desire"
DESCRIPTIVE & SENSORY WRITING,Aesthetic,magenta,"admiration, joy, curiosity, relief, excitement, desire"
DESCRIPTIVE & SENSORY WRITING,Aesthetic,cyan,"admiration, joy, curiosity, relief, excitement, desire"
DESCRIPTIVE & SENSORY WRITING,Aesthetic,brown,"admiration, joy, curiosity, relief, excitement, desire"
DESCRIPTIVE & SENSORY WRITING,Aesthetic,green,"admiration, joy, curiosity, relief, excitement, desire"
DESCRIPTIVE & SENSORY WRITING,Aesthetic,red,"admiration, joy, curiosity, relief, excitement, desire"
DESCRIPTIVE & SENSORY WRITING,Aesthetic,turquoise,"admiration, joy, curiosity, relief, excitement, desire"
DESCRIPTIVE & SENSORY WRITING,Aesthetic,indigo,"admiration, joy, curiosity, relief, excitement, desire"
DESCRIPTIVE & SENSORY WRITING,Aesthetic,lilac,"admiration, joy, curiosity, relief, excitement, desire"
DESCRIPTIVE & SENSORY WRITING,Aesthetic,gold,"admiration, joy, curiosity, relief, excitement, desire"
DESCRIPTIVE & SENSORY WRITING,Aesthetic,silver,"admiration, joy, curiosity, relief, excitement, desire"
DESCRIPTIVE & SENSORY WRITING,Aesthetic,bronze,"admiration, joy, curiosity, relief, excitement, desire"
DESCRIPTIVE & SENSORY WRITING,Aesthetic,coral,"admiration, joy, curiosity, relief, excitement, desire"
DESCRIPTIVE & SENSORY WRITING,Aesthetic,beige,"admiration, joy, curiosity, relief, excitement, desire"
DESCRIPTIVE & SENSORY WRITING,Aesthetic,teal,"admiration, joy, curiosity, relief, excitement, desire"
DESCRIPTIVE & SENSORY WRITING,Aesthetic,amber,"admiration, joy, curiosity, relief, excitement, desire"
DESCRIPTIVE & SENSORY WRITING,Aesthetic,cream,"admiration, joy, curiosity, relief, excitement, desire"
DESCRIPTIVE & SENSORY WRITING,Aesthetic,scarlet,"admiration, joy, curiosity, relief, excitement, desire"
DESCRIPTIVE & SENSORY WRITING,Aesthetic,jade,"admiration, joy, curiosity, relief, excitement, desire"
DESCRIPTIVE & SENSORY WRITING,Aesthetic,lavender,"admiration, joy, curiosity, relief, excitement, desire"
DESCRIPTIVE & SENSORY WRITING,Aesthetic,navy,"admiration, joy, curiosity, relief, excitement, desire"
DESCRIPTIVE & SENSORY WRITING,Aesthetic,pastel,"admiration, joy, curiosity, relief, excitement, desire"
DESCRIPTIVE & SENSORY WRITING,Aesthetic,neon,"admiration, joy, curiosity, relief, excitement, desire"
DESCRIPTIVE & SENSORY WRITING,Aesthetic,earthy tones,"admiration, joy, curiosity, relief, excitement, desire"
DESCRIPTIVE & SENSORY WRITING,Aesthetic,muted shades,"admiration, joy, curiosity, relief, excitement, desire"
DESCRIPTIVE & SENSORY WRITING,Aesthetic,vibrant hues,"admiration, joy, curiosity, relief, excitement, desire"
DESCRIPTIVE & SENSORY WRITING,Physical descriptions,tall,"admiration, fear, nervousness, disgust, curiosity, desire, annoyance, neutral"
DESCRIPTIVE & SENSORY WRITING,Physical descriptions,short,"admiration, fear, nervousness, disgust, curiosity, desire, annoyance, neutral"
DESCRIPTIVE & SENSORY WRITING,Physical descriptions,slender,"admiration, fear, nervousness, disgust, curiosity, desire, annoyance, neutral"
DESCRIPTIVE & SENSORY WRITING,Physical descriptions,stocky,"admiration, fear, nervousness, disgust, curiosity, desire, annoyance, neutral"
DESCRIPTIVE & SENSORY WRITING,Physical descriptions,muscular,"admiration, fear, nervousness, disgust, curiosity, desire, annoyance, neutral"
DESCRIPTIVE & SENSORY WRITING,Physical descriptions,thin,"admiration, fear, nervousness, disgust, curiosity, desire, annoyance, neutral"
DESCRIPTIVE & SENSORY WRITING,Physical descriptions,petite,"admiration, fear, nervousness, disgust, curiosity, desire, annoyance, neutral"
DESCRIPTIVE & SENSORY WRITING,Physical descriptions,curvy,"admiration, fear, nervousness, disgust, curiosity, desire, annoyance, neutral"
DESCRIPTIVE & SENSORY WRITING,Physical descriptions,lanky,"admiration, fear, nervousness, disgust, curiosity, desire, annoyance, neutral"
DESCRIPTIVE & SENSORY WRITING,Physical descriptions,broad-shouldered,"admiration, fear, nervousness, disgust, curiosity, desire, annoyance, neutral"
DESCRIPTIVE & SENSORY WRITING,Physical descriptions,lean,"admiration, fear, nervousness, disgust, curiosity, desire, annoyance, neutral"
DESCRIPTIVE & SENSORY WRITING,Physical descriptions,chubby,"admiration, fear, nervousness, disgust, curiosity, desire, annoyance, neutral"
DESCRIPTIVE & SENSORY WRITING,Physical descriptions,graceful,"admiration, fear, nervousness, disgust, curiosity, desire, annoyance, neutral"
DESCRIPTIVE & SENSORY WRITING,Physical descriptions,athletic,"admiration, fear, nervousness, disgust, curiosity, desire, annoyance, neutral"
DESCRIPTIVE & SENSORY WRITING,Physical descriptions,frail,"admiration, fear, nervousness, disgust, curiosity, desire, annoyance, neutral"
DESCRIPTIVE & SENSORY WRITING,Physical descriptions,youthful,"admiration, fear, nervousness, disgust, curiosity, desire, annoyance, neutral"
DESCRIPTIVE & SENSORY WRITING,Physical descriptions,elderly,"admiration, fear, nervousness, disgust, curiosity, desire, annoyance, neutral"
DESCRIPTIVE & SENSORY WRITING,Physical descriptions,wrinkled,"admiration, fear, nervousness, disgust, curiosity, desire, annoyance, neutral"
DESCRIPTIVE & SENSORY WRITING,Physical descriptions,radiant,"admiration, fear, nervousness, disgust, curiosity, desire, annoyance, neutral"
DESCRIPTIVE & SENSORY WRITING,Physical descriptions,glowing,"admiration, fear, nervousness, disgust, curiosity, desire, annoyance, neutral"
DESCRIPTIVE & SENSORY WRITING,Physical descriptions,pale,"admiration, fear, nervousness, disgust, curiosity, desire, annoyance, neutral"
DESCRIPTIVE & SENSORY WRITING,Physical descriptions,tanned,"admiration, fear, nervousness, disgust, curiosity, desire, annoyance, neutral"
DESCRIPTIVE & SENSORY WRITING,Physical descriptions,olive skin,"admiration, fear, nervousness, disgust, curiosity, desire, annoyance, neutral"
DESCRIPTIVE & SENSORY WRITING,Physical descriptions,fair complexion,"admiration, fear, nervousness, disgust, curiosity, desire, annoyance, neutral"
DESCRIPTIVE & SENSORY WRITING,Physical descriptions,dark complexion,"admiration, fear, nervousness, disgust, curiosity, desire, annoyance, neutral"
DESCRIPTIVE & SENSORY WRITING,Physical descriptions,freckles,"admiration, fear, nervousness, disgust, curiosity, desire, annoyance, neutral"
DESCRIPTIVE & SENSORY WRITING,Physical descriptions,moles,"admiration, fear, nervousness, disgust, curiosity, desire, annoyance, neutral"
DESCRIPTIVE & SENSORY WRITING,Physical descriptions,birthmark,"admiration, fear, nervousness, disgust, curiosity, desire, annoyance, neutral"
DESCRIPTIVE & SENSORY WRITING,Physical descriptions,scarred,"admiration, fear, nervousness, disgust, curiosity, desire, annoyance, neutral"
DESCRIPTIVE & SENSORY WRITING,Physical descriptions,elegant,"admiration, fear, nervousness, disgust, curiosity, desire, annoyance, neutral"
DESCRIPTIVE & SENSORY WRITING,Physical descriptions,rugged,"admiration, fear, nervousness, disgust, curiosity, desire, annoyance, neutral"
DESCRIPTIVE & SENSORY WRITING,Physical descriptions,sharp features,"admiration, fear, nervousness, disgust, curiosity, desire, annoyance, neutral"
DESCRIPTIVE & SENSORY WRITING,Physical descriptions,soft features,"admiration, fear, nervousness, disgust, curiosity, desire, annoyance, neutral"
DESCRIPTIVE & SENSORY WRITING,Physical descriptions,angular face,"admiration, fear, nervousness, disgust, curiosity, desire, annoyance, neutral"
DESCRIPTIVE & SENSORY WRITING,Physical descriptions,round face,"admiration, fear, nervousness, disgust, curiosity, desire, annoyance, neutral"
DESCRIPTIVE & SENSORY WRITING,Physical descriptions,oval face,"admiration, fear, nervousness, disgust, curiosity, desire, annoyance, neutral"
DESCRIPTIVE & SENSORY WRITING,Physical descriptions,almond-shaped eyes,"admiration, fear, nervousness, disgust, curiosity, desire, annoyance, neutral"
DESCRIPTIVE & SENSORY WRITING,Physical descriptions,piercing eyes,"admiration, fear, nervousness, disgust, curiosity, desire, annoyance, neutral"
DESCRIPTIVE & SENSORY WRITING,Physical descriptions,sparkling eyes,"admiration, fear, nervousness, disgust, curiosity, desire, annoyance, neutral"
DESCRIPTIVE & SENSORY WRITING,Physical descriptions,hazel eyes,"admiration, fear, nervousness, disgust, curiosity, desire, annoyance, neutral"
DESCRIPTIVE & SENSORY WRITING,Physical descriptions,green eyes,"admiration, fear, nervousness, disgust, curiosity, desire, annoyance, neutral"
DESCRIPTIVE & SENSORY WRITING,Physical descriptions,blue eyes,"admiration, fear, nervousness, disgust, curiosity, desire, annoyance, neutral"
DESCRIPTIVE & SENSORY WRITING,Physical descriptions,brown eyes,"admiration, fear, nervousness, disgust, curiosity, desire, annoyance, neutral"
DESCRIPTIVE & SENSORY WRITING,Physical descriptions,long hair,"admiration, fear, nervousness, disgust, curiosity, desire, annoyance, neutral"
DESCRIPTIVE & SENSORY WRITING,Physical descriptions,short hair,"admiration, fear, nervousness, disgust, curiosity, desire, annoyance, neutral"
DESCRIPTIVE & SENSORY WRITING,Physical descriptions,curly hair,"admiration, fear, nervousness, disgust, curiosity, desire, annoyance, neutral"
DESCRIPTIVE & SENSORY WRITING,Physical descriptions,straight hair,"admiration, fear, nervousness, disgust, curiosity, desire, annoyance, neutral"
DESCRIPTIVE & SENSORY WRITING,Physical descriptions,wavy hair,"admiration, fear, nervousness, disgust, curiosity, desire, annoyance, neutral"
DESCRIPTIVE & SENSORY WRITING,Physical descriptions,messy hair,"admiration, fear, nervousness, disgust, curiosity, desire, annoyance, neutral"
DESCRIPTIVE & SENSORY WRITING,Physical descriptions,dyed hair,"admiration, fear, nervousness, disgust, curiosity, desire, annoyance, neutral"
DESCRIPTIVE & SENSORY WRITING,Physical descriptions,thick hair,"admiration, fear, nervousness, disgust, curiosity, desire, annoyance, neutral"
DESCRIPTIVE & SENSORY WRITING,Physical descriptions,thin hair,"admiration, fear, nervousness, disgust, curiosity, desire, annoyance, neutral"
DESCRIPTIVE & SENSORY WRITING,Physical descriptions,beard,"admiration, fear, nervousness, disgust, curiosity, desire, annoyance, neutral"
DESCRIPTIVE & SENSORY WRITING,Physical descriptions,mustache,"admiration, fear, nervousness, disgust, curiosity, desire, annoyance, neutral"
DESCRIPTIVE & SENSORY WRITING,Physical descriptions,stubble,"admiration, fear, nervousness, disgust, curiosity, desire, annoyance, neutral"
DESCRIPTIVE & SENSORY WRITING,Physical descriptions,expressive eyebrows,"admiration, fear, nervousness, disgust, curiosity, desire, annoyance, neutral"
DESCRIPTIVE & SENSORY WRITING,Physical descriptions,delicate hands,"admiration, fear, nervousness, disgust, curiosity, desire, annoyance, neutral"
DESCRIPTIVE & SENSORY WRITING,Physical descriptions,calloused hands,"admiration, fear, nervousness, disgust, curiosity, desire, annoyance, neutral"
DESCRIPTIVE & SENSORY WRITING,Physical descriptions,graceful posture,"admiration, fear, nervousness, disgust, curiosity, desire, annoyance, neutral"
DESCRIPTIVE & SENSORY WRITING,Physical descriptions,confident stance,"admiration, fear, nervousness, disgust, curiosity, desire, annoyance, neutral"
DESCRIPTIVE & SENSORY WRITING,Physical descriptions,nervous fidgeting,"admiration, fear, nervousness, disgust, curiosity, desire, annoyance, neutral"
DESCRIPTIVE & SENSORY WRITING,Physical descriptions,warm smile,"admiration, fear, nervousness, disgust, curiosity, desire, annoyance, neutral"
DESCRIPTIVE & SENSORY WRITING,Physical descriptions,shy smile,"admiration, fear, nervousness, disgust, curiosity, desire, annoyance, neutral"
DESCRIPTIVE & SENSORY WRITING,Physical descriptions,stern look,"admiration, fear, nervousness, disgust, curiosity, desire, annoyance, neutral"
DESCRIPTIVE & SENSORY WRITING,Sensory,silky,"relief, disgust, joy, fear, admiration, annoyance"
DESCRIPTIVE & SENSORY WRITING,Sensory,rough,"relief, disgust, joy, fear, admiration, annoyance"
DESCRIPTIVE & SENSORY WRITING,Sensory,smooth,"relief, disgust, joy, fear, admiration, annoyance"
DESCRIPTIVE & SENSORY WRITING,Sensory,jagged,"relief, disgust, joy, fear, admiration, annoyance"
DESCRIPTIVE & SENSORY WRITING,Sensory,sticky,"relief, disgust, joy, fear, admiration, annoyance"
DESCRIPTIVE & SENSORY WRITING,Sensory,soft,"relief, disgust, joy, fear, admiration, annoyance"
DESCRIPTIVE & SENSORY WRITING,Sensory,hard,"relief, disgust, joy, fear, admiration, annoyance"
DESCRIPTIVE & SENSORY WRITING,Sensory,sharp,"relief, disgust, joy, fear, admiration, annoyance"
DESCRIPTIVE & SENSORY WRITING,Sensory,bitter,"relief, disgust, joy, fear, admiration, annoyance"
DESCRIPTIVE & SENSORY WRITING,Sensory,sweet,"relief, disgust, joy, fear, admiration, annoyance"
DESCRIPTIVE & SENSORY WRITING,Sensory,sour,"relief, disgust, joy, fear, admiration, annoyance"
DESCRIPTIVE & SENSORY WRITING,Sensory,pungent,"relief, disgust, joy, fear, admiration, annoyance"
DESCRIPTIVE & SENSORY WRITING,Sensory,fragrant,"relief, disgust, joy, fear, admiration, annoyance"
DESCRIPTIVE & SENSORY WRITING,Sensory,musty,"relief, disgust, joy, fear, admiration, annoyance"
DESCRIPTIVE & SENSORY WRITING,Sensory,fresh,"relief, disgust, joy, fear, admiration, annoyance"
DESCRIPTIVE & SENSORY WRITING,Sensory,metallic,"relief, disgust, joy, fear, admiration, annoyance"
DESCRIPTIVE & SENSORY WRITING,Sensory,earthy,"relief, disgust, joy, fear, admiration, annoyance"
DESCRIPTIVE & SENSORY WRITING,Sensory,crisp,"relief, disgust, joy, fear, admiration, annoyance"
DESCRIPTIVE & SENSORY WRITING,Sensory,warm,"relief, disgust, joy, fear, admiration, annoyance"
DESCRIPTIVE & SENSORY WRITING,Sensory,cool,"relief, disgust, joy, fear, admiration, annoyance"
DESCRIPTIVE & SENSORY WRITING,Sensory,humid,"relief, disgust, joy, fear, admiration, annoyance"
DESCRIPTIVE & SENSORY WRITING,Sensory,dry,"relief, disgust, joy, fear, admiration, annoyance"
DESCRIPTIVE & SENSORY WRITING,Sensory,fragrant,"relief, disgust, joy, fear, admiration, annoyance"
DESCRIPTIVE & SENSORY WRITING,Sensory,aromatic,"relief, disgust, joy, fear, admiration, annoyance"
DESCRIPTIVE & SENSORY WRITING,Sensory,spicy,"relief, disgust, joy, fear, admiration, annoyance"
DESCRIPTIVE & SENSORY WRITING,Sensory,salty,"relief, disgust, joy, fear, admiration, annoyance"
DESCRIPTIVE & SENSORY WRITING,Sensory,tangy,"relief, disgust, joy, fear, admiration, annoyance"
DESCRIPTIVE & SENSORY WRITING,Sensory,rich,"relief, disgust, joy, fear, admiration, annoyance"
DESCRIPTIVE & SENSORY WRITING,Sensory,muted,"relief, disgust, joy, fear, admiration, annoyance"
DESCRIPTIVE & SENSORY WRITING,Sensory,dazzling,"relief, disgust, joy, fear, admiration, annoyance"
DESCRIPTIVE & SENSORY WRITING,Sensory,shimmering,"relief, disgust, joy, fear, admiration, annoyance"
DESCRIPTIVE & SENSORY WRITING,Sensory,glowing,"relief, disgust, joy, fear, admiration, annoyance"
DESCRIPTIVE & SENSORY WRITING,Sensory,sparkling,"relief, disgust, joy, fear, admiration, annoyance"
DESCRIPTIVE & SENSORY WRITING,Sensory,shadowy,"relief, disgust, joy, fear, admiration, annoyance"
DESCRIPTIVE & SENSORY WRITING,Sensory,dark,"relief, disgust, joy, fear, admiration, annoyance"
DESCRIPTIVE & SENSORY WRITING,Sensory,luminous,"relief, disgust, joy, fear, admiration, annoyance"
DESCRIPTIVE & SENSORY WRITING,Sensory,vibrant,"relief, disgust, joy, fear, admiration, annoyance"
DESCRIPTIVE & SENSORY WRITING,Sensory,hazy,"relief, disgust, joy, fear, admiration, annoyance"
DESCRIPTIVE & SENSORY WRITING,Sensory,translucent,"relief, disgust, joy, fear, admiration, annoyance"
DESCRIPTIVE & SENSORY WRITING,Sensory,opaque,"relief, disgust, joy, fear, admiration, annoyance"
LIFESTYLE & LIFE EVENTS,Career,job,"confusion, disappointment, pride, fear, joy, nervousness, optimism, neutral"
LIFESTYLE & LIFE EVENTS,Career,interview,"confusion, disappointment, pride, fear, joy, nervousness, optimism, neutral"
LIFESTYLE & LIFE EVENTS,Career,boss,"confusion, disappointment, pride, fear, joy, nervousness, optimism, neutral"
LIFESTYLE & LIFE EVENTS,Career,promotion,"confusion, disappointment, pride, fear, joy, nervousness, optimism, neutral"
LIFESTYLE & LIFE EVENTS,Career,resign,"confusion, disappointment, pride, fear, joy, nervousness, optimism, neutral"
LIFESTYLE & LIFE EVENTS,Career,career path,"confusion, disappointment, pride, fear, joy, nervousness, optimism, neutral"
LIFESTYLE & LIFE EVENTS,Career,work stress,"confusion, disappointment, pride, fear, joy, nervousness, optimism, neutral"
LIFESTYLE & LIFE EVENTS,Career,raise,"confusion, disappointment, pride, fear, joy, nervousness, optimism, neutral"
LIFESTYLE & LIFE EVENTS,Career,fired,"confusion, disappointment, pride, fear, joy, nervousness, optimism, neutral"
LIFESTYLE & LIFE EVENTS,Career,laid off,"confusion, disappointment, pride, fear, joy, nervousness, optimism, neutral"
